date,time,secSince1970,decisionPoint,questionId,userAction,combinedReward,detailedReward,combinedAdvantage,detailedAdvantage,combinedSaliency,detailedSaliency,
tutorial.scr,9-18-2018,12:57:28:319,1537300648319,undefined,undefined,stepIntoDecisionPoint:1,false,false,false,false,false,false
tutorial.scr,9-18-2018,12:57:28:319,1537300648319,1,undefined,showQuestion:1.0,false,false,false,false,false,false
tutorial.scr,9-18-2018,12:57:28:324,1537300648324,1,1.0,region:waitScreen;target:enter-welcome-screen;waitForResearcherStart:yes,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:6:42:241,1537301202241,1,1.0,region:waitScreen;target:user-wait-button-continue;waitForResearcherEnd:yes,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:6:42:536,1537301202536,1,1.0,stepIntoDecisionPoint:1,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:10:915,1537301230915,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:11:15,1537301231015,1,1.0,showEntityTooltip:friendly-Tank_lowerRightQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:11:414,1537301231414,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:12:316,1537301232316,1,1.0,showEntityTooltip:friendly-Tank_lowerRightQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:12:365,1537301232365,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:12:616,1537301232616,1,1.0,showEntityTooltip:friendly-Tank_upperLeftQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:13:933,1537301233933,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:13:984,1537301233984,1,1.0,showEntityTooltip:friendly-Big Fort_upperLeftQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:14:901,1537301234901,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:14:967,1537301234967,1,1.0,showEntityTooltip:friendly-City_lowerLeftQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:15:719,1537301235719,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:16:185,1537301236185,1,1.0,showEntityTooltip:friendly-Big Fort_lowerRightQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:16:854,1537301236854,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:17:320,1537301237320,1,1.0,showEntityTooltip:friendly-City_upperRightQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:17:336,1537301237336,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:24:225,1537301244225,1,1.0,showEntityTooltip:friendly-Big Fort_lowerRightQuadrant,false,false,false,false,false,false
tutorial.scr,9-18-2018,13:7:24:743,1537301244743,1,1.0,hideEntityTooltips:all,false,false,false,false,false,false
